qid,bus_stop,coordinate_location,country,countryLabel,countryLabel,coordinate_location,country1,country_id
http://www.wikidata.org/entity/Q19899082,Vadodara Bus Station,Point(73.181417 22.313531),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q19952952,Autogare du Mans,Point(0.19642 48.00008),http://www.wikidata.org/entity/Q142,France,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q19974074,Keizerswaard,Point(4.549171 51.887036),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q20056087,Estação Iguatemi,Point(-38.46308 -12.97882),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q200704,Den Haag Centraal railway station,Point(4.323889 52.081111),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q20503067,Saint Petersburg Central Bus Terminal,Point(30.35769444 59.9135),http://www.wikidata.org/entity/Q159,Russia,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q20648935,Mersin Bus Terminus,Point(34.86666667 36.85),http://www.wikidata.org/entity/Q43,Turkey,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q20712504,Mountlake Terrace,Point(-122.31628333 47.785225),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q20715485,Canadian Tire Centre Station,Point(-75.92638889 45.29861111),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q20850839,Estación de Guaguas de Las Palmas de Gran Canaria,Point(-15.41572571 28.10897827),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q20850840,Santa Catalina Station,Point(-15.428286 28.140086),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q20861516,Niagara Falls Transit Terminal,Point(-79.06361111 43.10805556),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q20861590,Arappalayam Bus Terminus,Point(78.1036 9.9347),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q20861604,Udaipur City Bus Depot,Point(73.7008551 24.57678),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q2097958,Busstation ’t Oor,Point(5.220583 52.355944),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q21026895,Yuzhnyye vorota,Point(37.7863 55.6217),http://www.wikidata.org/entity/Q159,Russia,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q21041618,Cishan Bus Station,Point(120.484555555 22.883638888),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q2118677,Tallinn Bus Station,Point(24.7737 59.4274),http://www.wikidata.org/entity/Q191,Estonia,Estonia,Point(26.0 59.0),Eesti,ee
http://www.wikidata.org/entity/Q21414008,Tiruvannamalai Central Bus Station,Point(78.0627 11.8416),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q21418813,Arni Fort bus terminus,Point(78.0627 11.8416),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q2157998,Intercambiador Tenerife,Point(-16.25256658 28.45909905),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q21620469,Gladsaxe Trafikplads,Point(12.4746 55.7372),http://www.wikidata.org/entity/Q35,Denmark,Denmark,Point(10.0 56.0),Danmark,dk
http://www.wikidata.org/entity/Q2178663,Gare de Nancy-Ville,Point(6.173611 48.689722),http://www.wikidata.org/entity/Q142,France,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q2187835,Gaasperplas metro station,Point(4.984444 52.311111),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q2191497,Bradford Interchange,Point(-1.75 53.791),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q2199766,Zuidplein,Point(4.488611 51.886944),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q22023329,Mount Timpanogos Transit Center,Point(-111.6766 40.2762),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q22100169,Kai Tak Cruise Terminal Bus Terminus,Point(114.21319 22.306397),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q2264349,Leyenburg (Den Haag),Point(4.270556 52.061944),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q22667539,Kecskemét bus station,Point(19.698109 46.914518),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q22668264,"Local bus station, Kecskemét",Point(19.6876043 46.9081256),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q22713708,White Plains TransCenter,Point(-73.773611111 41.033888888),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q22952154,Tangasseri Bus Terminal,Point(76.569301 8.882547),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q22952160,Viluppuram Bus Station,Point(78.9627 11.7416),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q23019718,Dutton Park Place busway station,Point(153.02477 -27.497988),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q23074069,Downtown Saskatoon bus terminal,Point(-106.66222222 52.13027778),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q23137277,Petersburg Trailways Bus Station,Point(-77.40166667 37.22805556),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q23579519,Central Market BRT station,Point(104.918583 11.570105),http://www.wikidata.org/entity/Q424,Cambodia,Cambodia,Point(105.0 12.6),ព្រះរាជាណាចក្រ​កម្ពុជា,kh
http://www.wikidata.org/entity/Q23581810,Medical University BRT station,Point(104.917836 11.574716),http://www.wikidata.org/entity/Q424,Cambodia,Cambodia,Point(105.0 12.6),ព្រះរាជាណាចក្រ​កម្ពុជា,kh
http://www.wikidata.org/entity/Q23582116,Night Market BRT station,Point(104.927113 11.574245),http://www.wikidata.org/entity/Q424,Cambodia,Cambodia,Point(105.0 12.6),ព្រះរាជាណាចក្រ​កម្ពុជា,kh
http://www.wikidata.org/entity/Q23582437,Phnom Penh International Airport BRT station,Point(104.844068 11.553658),http://www.wikidata.org/entity/Q424,Cambodia,Cambodia,Point(105.0 12.6),ព្រះរាជាណាចក្រ​កម្ពុជា,kh
http://www.wikidata.org/entity/Q23582887,Royal University of Phnom Penh BRT station,Point(104.893316 11.568291),http://www.wikidata.org/entity/Q424,Cambodia,Cambodia,Point(105.0 12.6),ព្រះរាជាណាចក្រ​កម្ពុជា,kh
http://www.wikidata.org/entity/Q23583258,Ta Khmao BRT station,Point(104.945068 11.483917),http://www.wikidata.org/entity/Q424,Cambodia,Cambodia,Point(105.0 12.6),ព្រះរាជាណាចក្រ​កម្ពុជា,kh
http://www.wikidata.org/entity/Q23583426,Toul Kok TVK BRT station,Point(104.900344 11.584857),http://www.wikidata.org/entity/Q424,Cambodia,Cambodia,Point(105.0 12.6),ព្រះរាជាណាចក្រ​កម្ពុជា,kh
http://www.wikidata.org/entity/Q2367499,Heworth Interchange,Point(-1.5558 54.9516),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q2379956,Gare routière de Clermont-Ferrand,Point(3.08485 45.7707),http://www.wikidata.org/entity/Q142,France,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q23808485,Central Bus Station Kumbakonam,Point(79.3878 10.959),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q23808486,Eluru New bus station,Point(81.08972222 16.7075),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q23808490,Central Bus Terminus Salem,Point(78.1424 11.6673),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q23808694,Kurnool bus station,Point(78.0277 15.8242),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q2401314,Ottawa Central Station,Point(-75.6947 45.4086),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q24034691,Zaporizhya Autostation,Point(35.1848689 47.8044212),http://www.wikidata.org/entity/Q212,Ukraine,Ukraine,Point(32.0 49.0),Україна,ua
http://www.wikidata.org/entity/Q24068873,Tenali bus station,Point(80.6448 16.2448),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q24075449,NTR bus station,Point(80.45611111 16.29555556),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q24189668,Perth Busport,Point(115.8577 -31.9505),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q24190533,Boucherie Mountain Exchange,Point(-119.585 49.8621),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q2423263,Bolton Interchange,Point(-2.425 53.573),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q24262782,Drammen Bus Station,Point(10.200147222 59.740619444),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q24339980,Zacapu's Bus Station,Point(-101.786964 19.815575),http://www.wikidata.org/entity/Q96,Mexico,Mexico,Point(-102.0 23.0),México,mx
http://www.wikidata.org/entity/Q24583158,Rishon LeZion central bus station,Point(34.785 31.967777777),http://www.wikidata.org/entity/Q801,Israel,Israel,Point(35.0 31.0),ישראל,il
http://www.wikidata.org/entity/Q2470643,Uschodni bus station,Point(27.5989 53.8772),http://www.wikidata.org/entity/Q184,Belarus,Belarus,Point(28.046666666 53.528333333),Беларусь,by
http://www.wikidata.org/entity/Q24718484,Maharana Pratap Inter State Bus Terminus,Point(77.2294734 28.6686432),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q2481588,Busstation Verdilaan,Point(4.211389 51.992778),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q24833266,Lei Yue Mun Estate Public Transport Interchange,Point(114.2395 22.29484),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q24834000,Hanyang Long-Distance Bus Station,Point(114.1834836 30.5301236),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
http://www.wikidata.org/entity/Q24835178,Taitung Bus Station,Point(121.147777777 22.751666666),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q24883676,Maddilapalem bus station,Point(83.32083333 17.73611111),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q24884588,Cloverdale,Point(-123.0119 38.7985),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q24910419,Thessaloniki Bus Station,Point(22.9024 40.6545),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q24932184,Sarai Kale Khan Inter-State Bus Terminus,Point(77.2579412 28.5851889),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q24939910,Nana Kheda Bus Stand,Point(75.7879 23.1585),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q24942283,Changi Business Park Bus Terminal,Point(103.84666667 1.27305556),http://www.wikidata.org/entity/Q334,Singapore,Singapore,Point(103.8 1.3),Singapore,sg
http://www.wikidata.org/entity/Q24943340,Dwaraka bus station,Point(83.30694444 17.72388889),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q24943358,Town Bus Terminus Salem,Point(78.1591 11.6528),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q24947888,Eluru Old bus station,Point(81.09944444 16.70666667),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q24947984,Tirupati bus station complex,Point(79.43055556 13.625),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q24963286,Rosa Parks Transit Center,Point(-83.0525 42.3325),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q25008,Esenler Bus Terminal,Point(28.89413 41.03987),http://www.wikidata.org/entity/Q43,Turkey,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q25197242,Central Park station,Point(-104.89163889 39.77036111),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q25197251,Windsor,Point(-122.8171 38.5477),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q25345747,Csepel Bus Station (Volánbusz),Point(19.0668323 47.4321432),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q2539018,Kralingse Zoom,Point(4.533611 51.921389),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q25459662,New bus station of Hatvan,Point(19.6568261 47.6723285),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q25461966,Brawijaya bus station,Point(114.35564 -8.234417),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q25463080,Bayuangga Terminal,Point(113.174166666 -7.766111111),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q25463944,Leuwipanjang bus station,Point(107.593055555 -6.945),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q25465279,Surodakan bus station,Point(111.717419 -8.048459),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q25859078,Balassagyarmat bus station,Point(19.296666666 48.083527777),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q2637357,Tel Aviv central bus station,Point(34.7802 32.0558),http://www.wikidata.org/entity/Q801,Israel,Israel,Point(35.0 31.0),ישראל,il
http://www.wikidata.org/entity/Q267973,Canoga,Point(-118.597 34.1906),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q2711032,Spijkenisse Centrum,Point(4.334444 51.846389),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q2717404,Piazzale Roma,Point(12.31861111 45.43777778),http://www.wikidata.org/entity/Q38,Italy,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q2717404,Piazzale Roma,Point(12.3181 45.438),http://www.wikidata.org/entity/Q38,Italy,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q276785,Gare du Palais,Point(-71.2139 46.8174),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q277100,Plaza de Armas Bus Station,Point(-6.003611 37.391389),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q279459,Victoria Coach Station,Point(-0.14864 51.49316),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q2812131,South Station Bus Terminal,Point(-71.0558 42.35),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q28154478,Kushabhau Thakre Inter State Bus Terminal,Point(77.44277778 23.22944444),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q28162890,University of Waterloo,Point(-80.54107 43.47312),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q28163089,Conestoga,Point(-80.52916667 43.49805556),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q28163454,Innovation station,Point(-75.9311 45.3434),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q28170125,Swami Vivekanand Inter State Bus Terminus,Point(77.31611111 28.64722222),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q28197636,Convention Place station,Point(-122.33138889 47.61416667),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q28223138,Ithaca Bus Station,Point(-76.511066 42.439641),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q28379774,Penn Station,Point(-79.9918 40.4438),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q28450286,Takoma Langley Crossroads Transit Center,Point(-76.9887101 38.9900715),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q28503157,Viviendas y Estación de Autobuses del Prado de San Sebastián,Point(-5.98554339 37.381310975),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q28563536,Rawamangun,Point(106.8905 -6.198472222),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q28660668,Gyöngyös Bus Station,Point(19.930385 47.782511),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q28706583,Bus station #2,Point(35.130833333 47.848888888),http://www.wikidata.org/entity/Q212,Ukraine,Ukraine,Point(32.0 49.0),Україна,ua
http://www.wikidata.org/entity/Q28706585,Bus station 3,Point(35.191944444 47.81),http://www.wikidata.org/entity/Q212,Ukraine,Ukraine,Point(32.0 49.0),Україна,ua
http://www.wikidata.org/entity/Q28725669,Pulo Gebang Bus Terminal,Point(106.95247 -6.21183),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q28753369,Magnolia Park Transit Center,Point(-95.30288889 29.73588889),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q28841893,Gare routière de Chambéry,Point(5.91702 45.56988),http://www.wikidata.org/entity/Q142,France,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q28954558,Bad Doberan bus station,Point(11.9054 54.1088),http://www.wikidata.org/entity/Q183,Germany,Germany,Point(10.0 51.0),Deutschland,de
http://www.wikidata.org/entity/Q28985069,Mirandola SEFTA train station,Point(11.06852 44.88965),http://www.wikidata.org/entity/Q38,Italy,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q29027073,Lutwyche busway station,Point(153.034358 -27.420045),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q29027076,Kedron Brook busway station,Point(153.035423 -27.415024),http://www.wikidata.org/entity/Q408,Australia,Australia,Point(137.0 -28.0),Australia,au
http://www.wikidata.org/entity/Q2904462,Tel Aviv 2000 Terminal,Point(34.7959 32.0829),http://www.wikidata.org/entity/Q801,Israel,Israel,Point(35.0 31.0),ישראל,il
http://www.wikidata.org/entity/Q2906663,Old Tel Aviv central bus station,Point(34.7786 32.0603),http://www.wikidata.org/entity/Q801,Israel,Israel,Point(35.0 31.0),ישראל,il
http://www.wikidata.org/entity/Q2912210,Jerusalem central bus station,Point(35.203 31.789),http://www.wikidata.org/entity/Q801,Israel,Israel,Point(35.0 31.0),ישראל,il
http://www.wikidata.org/entity/Q2985753,Central Bus Station Sofia,Point(23.323333 42.710278),http://www.wikidata.org/entity/Q219,Bulgaria,Bulgaria,Point(25.5 42.75),Бългaрия,bg
http://www.wikidata.org/entity/Q29907503,Simferopol bus station,Point(34.125880555 44.948827777),http://www.wikidata.org/entity/Q159,Russia,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q29907503,Simferopol bus station,Point(34.125880555 44.948827777),http://www.wikidata.org/entity/Q212,Ukraine,Ukraine,Point(32.0 49.0),Україна,ua
http://www.wikidata.org/entity/Q3007607,Noord metro station,Point(4.932222 52.401667),http://www.wikidata.org/entity/Q55,Netherlands,Netherlands,Point(5.55 52.316666666),Nederland,nl
http://www.wikidata.org/entity/Q30328518,Bandırma Bus Terminal,Point(28.008611111 40.316666666),http://www.wikidata.org/entity/Q43,Turkey,Turkey,Point(36.0 39.0),Türkiye,tr
http://www.wikidata.org/entity/Q30623742,South Quay-USJ1 BRT station,Point(101.596649 3.061569),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q30623750,SunU-Monash BRT Station,Point(101.601527 3.065329),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q30623755,SunMed BRT station,Point(101.608595 3.065537),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q30623760,Sunway Lagoon BRT station,Point(101.610622 3.070727),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q30623763,Mentari BRT station,Point(101.610215 3.07628),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q30626636,Compassvale Bus Interchange,Point(103.89611111 1.39138889),http://www.wikidata.org/entity/Q334,Singapore,Singapore,Point(103.8 1.3),Singapore,sg
http://www.wikidata.org/entity/Q30626638,Tampines Concourse Bus Interchange,Point(103.94361111 1.35388889),http://www.wikidata.org/entity/Q334,Singapore,Singapore,Point(103.8 1.3),Singapore,sg
http://www.wikidata.org/entity/Q30905092,Terminal terrestre Carcelén,Point(-78.470833333 -0.100277777),http://www.wikidata.org/entity/Q736,Ecuador,Ecuador,Point(-78.0 -1.0),Ecuador,ec
http://www.wikidata.org/entity/Q3095859,Gare d'autocars de Sainte-Foy,Point(-71.301 46.7727),http://www.wikidata.org/entity/Q16,Canada,Canada,Point(-109.0 56.0),Canada,ca
http://www.wikidata.org/entity/Q3096208,Chatsworth station,Point(-118.59922 34.25293),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q3097653,Salem station,Point(-123.028 44.9323),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q3097759,Skopje station,Point(21.4459 41.9912),http://www.wikidata.org/entity/Q221,North Macedonia,North Macedonia,Point(21.716667 41.65),Северна Македонија,mk
http://www.wikidata.org/entity/Q3098257,Gare routière d'Orléans,Point(1.9075871 47.9087194),http://www.wikidata.org/entity/Q142,France,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3098258,Árpád híd bus station,Point(19.0653 47.5321),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q3098260,Újpest-Városkapu bus station,Point(19.0785 47.5589),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q3098262,Budapest-Kelenfold Bus Station,Point(19.0226 47.4635),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q3098266,Széna Square's bus station,Point(19.0229 47.5076),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q3098268,Budapest-Népliget Bus Station,Point(19.0987 47.4748),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q3098270,Stadion Bus Station,Point(19.1073 47.5018),http://www.wikidata.org/entity/Q28,Hungary,Hungary,Point(19.0 47.0),Magyarország,hu
http://www.wikidata.org/entity/Q3098271,Gare routière internationale de Paris-Gallieni,Point(2.41423889 48.86543056),http://www.wikidata.org/entity/Q142,France,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q3101988,George Washington Bridge Bus Station,Point(-73.938333 40.848889),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q3174643,Busstation Tolstraat,Point(3.262852777 50.824638888),http://www.wikidata.org/entity/Q31,Belgium,Belgium,Point(4.668055555 50.641111111),België / Belgique / Belgien,be
http://www.wikidata.org/entity/Q3211410,Kiev Central Bus Station,Point(30.51972 50.40649),http://www.wikidata.org/entity/Q212,Ukraine,Ukraine,Point(32.0 49.0),Україна,ua
http://www.wikidata.org/entity/Q32843762,Shenkun Rd. Bus Terminal,Point(121.332227 31.174089),http://www.wikidata.org/entity/Q148,People's Republic of China,People's Republic of China,Point(103.451944444 35.844722222),中国,cn
