qid,Beach 1,coordinate_location,country,countryLabel,countryLabel,coordinate_location,country1,country_id
http://www.wikidata.org/entity/Q107356940,Porth Eirias Beach,Point(-3.718497 53.298174),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107356941,Abergele Pensarn Beach,Point(-3.5852 53.2974),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107356942,Sandy Cove Beach,Point(-3.5354 53.3124),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107356943,Rhyl Beach,Point(-3.5001 53.3309),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107356944,Rhyl East,Point(-3.4869 53.326),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107356946,Prestatyn Beach,Point(-3.4157 53.3463),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107357096,Barkby Beach,Point(-3.401638184 53.344989679),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107357107,Aberaeron North Beach,Point(-4.263267601 52.244305678),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107357109,Aberaeron South Beach,Point(-4.265852469 52.242788149),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107357122,Ferryside Beach,Point(-4.371279683 51.768654746),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107357159,Cwm Colhuw Beach,Point(-3.501660919 51.396525241),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q107366203,Batu Layar Beach,Point(104.294694444 1.446305555),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q107366305,Seri Menanti Beach,Point(102.680694444 1.877666666),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q107366367,Teluk Gorek Beach,Point(103.817 2.577222222),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q107366404,Perpat Beach,Point(103.108111111 1.678055555),http://www.wikidata.org/entity/Q833,Malaysia,Malaysia,Point(108.0 3.0),Indonesia,id
http://www.wikidata.org/entity/Q10866111,Trio Beach,Point(114.26781 22.35767),http://www.wikidata.org/entity/Q8646,Hong Kong,Hong Kong,Point(114.158611111 22.278333333),中国,cn
http://www.wikidata.org/entity/Q11038080,Gaibu beach,Point(-34.9756446 -8.2914139),http://www.wikidata.org/entity/Q155,Brazil,Brazil,Point(-53.0 -14.0),Brasil,br
http://www.wikidata.org/entity/Q11098528,Chan-Chan,Point(-73.244450185 -39.49382579),http://www.wikidata.org/entity/Q298,Chile,Chile,Point(-71.0 -33.0),Chile,cl
http://www.wikidata.org/entity/Q11103964,Granadella,Point(0.196895 38.729614),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11135981,Kastri-Loutro,Point(22.682222222 39.964166666),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q11139948,Shalun Seaside Resort,Point(121.41619722 25.18889722),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q11174893,Yanliao Beach Park,Point(121.927 25.042),http://www.wikidata.org/entity/Q865,Taiwan,Taiwan,Point(121.0 24.0),臺灣,tw
http://www.wikidata.org/entity/Q11189648,Torrenostra,Point(0.22367222 40.19356028),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11189790,Platja de les Deveses,Point(-0.02157 38.87553),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1121290,Lido di Pomposa,Point(12.237777777 44.715555555),http://www.wikidata.org/entity/Q38,Italy,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q1121290,Lido di Pomposa,Point(12.24143 44.71771),http://www.wikidata.org/entity/Q38,Italy,Italy,Point(12.5 42.5),Italia,it
http://www.wikidata.org/entity/Q11321031,Tudumari-no-hama,Point(123.77416667 24.42416667),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q1132269,Porto Katsiki,Point(20.54944444 38.6025),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q11340271,Masuichi-hama,Point(140.950806 42.318167),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q11361952,Yonaha-Maehama,Point(125.26111111 24.73611111),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q115358,Guardalavaca,Point(-75.828888888 21.125),http://www.wikidata.org/entity/Q241,Cuba,Cuba,Point(-79.5 22.0),Cuba,cu
http://www.wikidata.org/entity/Q11536831,Katsurahama,Point(133.575027777 33.497194444),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q11576466,Tagonoura,Point(138.710277777 35.137222222),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q1158695,Damnoni,Point(24.415 35.17416667),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q1158695,Damnoni,Point(24.41493 35.17444),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q11587400,Sunayama Beach,Point(125.280556 24.839444),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q11596453,Inasa Beach,Point(132.672139 35.400806),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q11638180,Tsujidō Beach,Point(139.443839 35.319289),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q11639497,Zushi Beach,Point(139.572222222 35.2925),http://www.wikidata.org/entity/Q17,Japan,Japan,Point(136.0 35.0),日本,jp
http://www.wikidata.org/entity/Q11684041,Isuntza,Point(-2.50055556 43.36277778),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11688226,Laidatxu,Point(-2.69972222 43.40472222),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11699703,Morrongo,Point(0.43106389 40.41201667),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11699733,Platja de la Fossa,Point(0.073289 38.645221),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11699738,Las Arenas,Point(-3.017522 43.326955),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11699747,Playa del Arenal,Point(0.189699999 38.773299999),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11704669,Toña,Point(-2.695 43.39388889),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11726212,Shikmona Beach,Point(34.95777778 32.82138889),http://www.wikidata.org/entity/Q801,Israel,Israel,Point(35.0 31.0),ישראל,il
http://www.wikidata.org/entity/Q11752910,Alcavaneras,Point(-15.42912222 28.13108056),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11802977,Paradisbukta,Point(10.6653 59.9017),http://www.wikidata.org/entity/Q20,Norway,Norway,Point(11.0 65.0),Norge,no
http://www.wikidata.org/entity/Q1186221,Te Oneroa-a-Tōhē / Ninety Mile Beach,Point(172.93333333 -34.71666667),http://www.wikidata.org/entity/Q664,New Zealand,New Zealand,Point(174.0 -41.2),New Zealand / Aotearoa,nz
http://www.wikidata.org/entity/Q11904489,Aigua Xelida,Point(3.215499999 41.9216),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11904996,Algaiarens,Point(3.92252 40.04606),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11907523,Platja de Blanes,Point(2.79305556 41.67361111),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11908072,Banje Beach,Point(18.115833 42.641389),http://www.wikidata.org/entity/Q224,Croatia,Croatia,Point(15.466667 45.25),Hrvatska,hr
http://www.wikidata.org/entity/Q11910829,Cala Bassa,Point(1.23972222 38.96777778),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910836,Cala Estància,Point(2.71338 39.5348),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910838,Cala Comtessa,Point(2.589439 39.534746),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910839,Cala Deià,Point(2.64118333 39.76065),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910840,Cala Gamba,Point(2.69754 39.546925),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910842,Cala Ferriol,Point(3.19496111 42.083175),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910843,"Ses Fontanelles, Menorca",Point(3.91465 40.04646),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910844,Cala Figuera,Point(2.519166666 39.462694444),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910845,Cala Marçal,Point(3.258 39.4098),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910846,Cala Martina,Point(1.57333333 38.99111111),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910849,Cala Major,Point(2.60655 39.55214),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910851,Cala Mendia,Point(3.31412 39.52054),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910862,Cala d'en Jaume,Point(2.94571667 41.727325),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910864,Binissafúller,Point(4.2186 39.82916944),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910868,Cala de Santa Anna,Point(2.80222222 41.67388889),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910869,Cala de Sant Esteve,Point(4.298653 39.863952),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910871,Cala des Frares,Point(3.81777778 39.98555556),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910872,Cala del Vedell,Point(3.177425 41.87236),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910873,Cala dels Tamarius,Point(2.91958889 41.71300278),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910874,Cala de Crit,Point(3.177216 41.870655),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910875,"Platja de sa Torreta, Menorca",Point(4.25621 39.96364),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910876,Cala en Brut,Point(3.80666667 39.99972222),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910879,La Boadella,Point(2.82427222 41.69066389),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11910983,Caló d'es Moro,Point(3.12140556 39.31376389),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1191418,Hot Water Beach,Point(175.82 -36.881667),http://www.wikidata.org/entity/Q664,New Zealand,New Zealand,Point(174.0 -41.2),New Zealand / Aotearoa,nz
http://www.wikidata.org/entity/Q11918292,El Dolç,Point(3.004444 39.316111),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11918634,Platja de Lloret,Point(2.85060833 41.69882222),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11921124,Ets Alocs,Point(3.98735 40.05225556),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11933543,Cala Llucalari,Point(4.08194444 39.89111111),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11934484,Macarella,Point(3.9371 39.93862),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941943,Platges de Badalona,Point(2.23894 41.42957),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941944,Platges de Montgat,Point(2.29059 41.4701),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941945,Platja Nord,Point(0.21500556 40.18831389),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941946,Platja de la Romana,Point(0.27314167 40.23437778),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941949,Playa Heliópolis,Point(0.04368611 40.02478611),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941955,Platja de Binigaus,Point(4.02638889 39.92),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941955,Platja de Binigaus,Point(4.02475 39.92053),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941958,Platja de Canyelles,Point(2.88401 41.7041),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941961,Ribamar,Point(0.30868889 40.26681389),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941964,Platja de Sant Adeodat,Point(4.03424 39.91669),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941965,Platja de Santa Cristina,Point(2.81827 41.6884),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941966,Treumal,Point(2.81693 41.6867),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941973,Platja de la Mota de Sant Pere,Point(1.66468056 41.19756667),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941974,Playa de Las Viudas,Point(0.39919853 40.35578339),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941975,Platja de s'Abanell,Point(2.785 41.664444444),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941979,Playa del Cura,Point(-0.670680555 37.976658333),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941980,Gururú,Point(0.42413333 40.40673333),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941981,El Pinar,Point(0.025663888 39.984513888),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941982,Platja del Marjal,Point(0.52354444 40.54460833),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941983,Platja del Moro,Point(0.27206667 40.23019167),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941983,Platja del Moro,Point(0.27291 40.23149),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941984,El Serradal,Point(0.034502777 40.010552777),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941985,Del Russo,Point(0.352056 40.309),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11941989,Platja des Jondal,Point(1.31578 38.8679),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11942535,Platja Pou d’es Lleó,Point(1.60856 39.03478),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1194493,Cefn Sidan,Point(-4.3746 51.7024),http://www.wikidata.org/entity/Q145,United Kingdom,United Kingdom,Point(-2.0 54.6),United Kingdom,gb
http://www.wikidata.org/entity/Q11946499,"S'Escala, Menorca",Point(4.25891 39.9972),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11946527,Cala Forcanera,Point(2.803025 41.67567778),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11950588,St. Jakov Beach,Point(18.130647222 42.635138888),http://www.wikidata.org/entity/Q224,Croatia,Croatia,Point(15.466667 45.25),Hrvatska,hr
http://www.wikidata.org/entity/Q11950845,Tamarells del Sud,Point(4.26302 39.958),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q11950848,"Platja de Tamarells des Nord, Menorca",Point(4.26269 39.961),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q12059853,Henderson Beach State Park,Point(-86.58305556 30.39388889),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q12060783,Irakli (beach),Point(27.888611 42.750833),http://www.wikidata.org/entity/Q219,Bulgaria,Bulgaria,Point(25.5 42.75),Бългaрия,bg
http://www.wikidata.org/entity/Q12062240,Muzhappilangad Beach,Point(75.439906 11.796261),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q12070554,Talasari beach,Point(87.4059 21.623),http://www.wikidata.org/entity/Q668,India,India,Point(83.0 22.8),India,in
http://www.wikidata.org/entity/Q12072389,Wai'anapanapa State Park,Point(-155.997 20.7858),http://www.wikidata.org/entity/Q30,United States of America,United States of America,Point(-98.5795 39.828175),United States,us
http://www.wikidata.org/entity/Q1209035,Diani Beach,Point(39.575 -4.32222222),http://www.wikidata.org/entity/Q114,Kenya,Kenya,Point(38.0 0.1),Kenya,ke
http://www.wikidata.org/entity/Q12141129,Sunny beach (Sevastopol),Point(33.4849441 44.6088816),http://www.wikidata.org/entity/Q159,Russia,Russia,Point(94.25 66.416666666),Россия,ru
http://www.wikidata.org/entity/Q12218163,Agiba beach,Point(27.006944444 31.414722222),http://www.wikidata.org/entity/Q79,Egypt,Egypt,Point(29.0 27.0),مصر,eg
http://www.wikidata.org/entity/Q12254028,Armintza,Point(-2.892653 43.432656),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q12265166,Ondarraitz beach,Point(-1.766666666 43.366666666),http://www.wikidata.org/entity/Q142,France,France,Point(2.0 47.0),France,fr
http://www.wikidata.org/entity/Q12282579,Karadere beach,Point(27.896 42.917),http://www.wikidata.org/entity/Q219,Bulgaria,Bulgaria,Point(25.5 42.75),Бългaрия,bg
http://www.wikidata.org/entity/Q12303619,Bisserup Beach,Point(11.5028 55.2019),http://www.wikidata.org/entity/Q35,Denmark,Denmark,Point(10.0 56.0),Danmark,dk
http://www.wikidata.org/entity/Q12304896,Børsmose Strand,Point(8.14338 55.6709),http://www.wikidata.org/entity/Q35,Denmark,Denmark,Point(10.0 56.0),Danmark,dk
http://www.wikidata.org/entity/Q12340620,Vejers Strand,Point(8.13333 55.6208),http://www.wikidata.org/entity/Q35,Denmark,Denmark,Point(10.0 56.0),Danmark,dk
http://www.wikidata.org/entity/Q12398077,Praia de Cesantes,Point(-8.620277777 42.311111111),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q12398080,Beach of Doniños,Point(-8.32028 43.4953),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q12398081,"Beach of Esteiro, Ribadeo",Point(-7.147049 43.553902),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q12398082,Beach of Morouzos,Point(-7.846297222 43.702630555),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q12398085,Playa de Oza,Point(-8.383355555 43.346941666),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q12398085,Playa de Oza,Point(-8.38253 43.3468),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1241471,Platja del Postiguet,Point(-0.47588 38.34658),http://www.wikidata.org/entity/Q29,Spain,Spain,Point(-3.5 40.2),España,es
http://www.wikidata.org/entity/Q1247802,Komos Beach,Point(24.76013889 35.01444444),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q12502822,Batakan Beach,Point(114.629 -4.097),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502823,Batu Lamampu Beach,Point(117.903978 4.040336),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502829,Pantai Carita,Point(105.8389 -6.2955),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502853,Pantai Kartini,Point(111.342222222 -6.702777777),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502867,Losari Beach,Point(119.408092 -5.144268),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502871,Pantai Marina,Point(105.856111111 -6.143888888),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502880,Parai Tenggiri Beach,Point(106.128428 -1.804309),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502883,Pantai Pulang Sawal,Point(110.612638888 -8.150666666),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502891,Samas Beach,Point(110.270376 -8.004554),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502896,Pantai Seminyak,Point(115.158611111 -8.6925),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502909,Ujong Blang Beach,Point(97.129777777 5.206333333),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12502911,Pantai Widarapayung,Point(109.253888888 -7.696944444),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12515949,Sorake,Point(97.732281 0.573202),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q12520592,Teluk Penyu Beach,Point(109.021 -7.74226),http://www.wikidata.org/entity/Q252,Indonesia,Indonesia,Point(118.0 -2.0),Indonesia,id
http://www.wikidata.org/entity/Q1259677,Myrtos Beach,Point(20.53611111 38.34361111),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q1261616,Drimiskiano Ammoudi,Point(24.47861111 35.15305556),http://www.wikidata.org/entity/Q41,Greece,Greece,Point(23.0 38.5),Ελλάς,gr
http://www.wikidata.org/entity/Q12628213,Bošana,Point(15.01666667 44.46611111),http://www.wikidata.org/entity/Q224,Croatia,Croatia,Point(15.466667 45.25),Hrvatska,hr
http://www.wikidata.org/entity/Q1262826,Zlatni Rat,Point(16.633888888 43.255833333),http://www.wikidata.org/entity/Q224,Croatia,Croatia,Point(15.466667 45.25),Hrvatska,hr
http://www.wikidata.org/entity/Q12639823,Bellevue Beach,Point(18.092222222 42.646388888),http://www.wikidata.org/entity/Q224,Croatia,Croatia,Point(15.466667 45.25),Hrvatska,hr
http://www.wikidata.org/entity/Q12639825,Buža Beach,Point(18.108611111 42.638888888),http://www.wikidata.org/entity/Q224,Croatia,Croatia,Point(15.466667 45.25),Hrvatska,hr
